title_normalized,title_original,tmdb_id,year,director,tmdb_genres,tmdb_keywords,nanogenres,themes,overview,popularity,vote_average,lb_url
heathers,Heathers,2640,1989,Michael Lehmann,Comedy|Crime,high school|friendship|adolescence|suicide|diary|dark comedy|bully|teen movie|death|clique|bullied,,,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",4.117,7.27,https://letterboxd.com/film/heathers/
her,Her,152601,2013,Spike Jonze,Romance|Science Fiction|Drama,"future|artificial intelligence (a.i.)|computer|satire|love|loneliness|transhumanism|los angeles, california|heartbreak|semi autobiographical|speculative|singularity|near future|serene|intimate|provocative|dramatic|comforting|melodramatic|operating system",,,"In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and roman",13.5237,7.841,https://letterboxd.com/film/her/
here,Here,940139,2024,Robert Zemeckis,Drama,based on graphic novel|thoughtful|introspective|psychological drama|dramatic,,,"An odyssey through time and memory, centered on a place in New Jersey where—from wilderness, and then, later, from a home—love, loss, struggle, hope and legacy play out between couples and families over generations.",3.8588,6.5,https://letterboxd.com/film/here/
hereditary,Hereditary,493922,2018,Ari Aster,Horror|Mystery|Thriller,daughter|funeral|parent child relationship|loss of loved one|ritual|supernatural|possession|dysfunctional family|sleeplessness|murder|family drama|fear|demon|attic|evil|ritual murder|demonic possession|satanic ritual|dollhouse|séance,,,"Following the death of the Leigh family matriarch, Annie and her children uncover disturbing secrets about their heritage. Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.",13.9441,7.294,https://letterboxd.com/film/hereditary/
heretic,Heretic,1138194,2024,"Scott Beck, Bryan Woods",Thriller|Horror,faith|control|sociopath|religion|cat and mouse|held captive|religious hypocrisy|mormon missionary|trapped in a house|eccentric man|women of faith,,,"Two young missionaries are forced to prove their faith when they knock on the wrong door and are greeted by a diabolical Mr. Reed, becoming ensnared in his deadly game of cat-and-mouse.",7.7122,6.976,https://letterboxd.com/film/heretic/
hidden figures,Hidden Figures,381284,2016,Theodore Melfi,Drama|History,nasa|mathematics|sexism|biography|racial segregation|racism|historical fiction|scientist|space race|discrimination|1960s|space program|african american history|apologetic|arrogant|authoritarian|callous|condescending|disrespectful|frustrated,,,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lin",9.5537,8.041,https://letterboxd.com/film/hidden-figures/
high and low,High and Low,12493,1963,Akira Kurosawa,Drama|Crime|Thriller,chauffeur|police|ransom|manager|kidnapping|blackmail|heroin|film noir|black and white|shoe|criminal investigation|japanese noir|anxious|yokohama|shōwa era (1926-89)|sequestro|audacious|cruel|japanese society,,,A Yokohama shoe executive faces a wrenching choice when kidnappers mistakenly seize his chauffeur’s son but demand the ransom anyway.,7.8608,8.352,https://letterboxd.com/film/high-and-low/
high fidelity,High Fidelity,243,2000,Stephen Frears,Drama|Comedy|Romance|Music,"chicago, illinois|rock 'n' roll|music record|disc jockey|pop|ex-girlfriend|music journalist|relationship problems|record label|flashback|breaking the fourth wall|fear of commitment|falling in love|break-up|record|record album|music scene|thoughtful|breaking up with boyfriend|music culture",,,"After his long-time girlfriend dumps him, a thirty-year-old record store owner seeks to understand why he is unlucky in love while recounting his ""top five breakups of all time"".",3.0507,7.136,https://letterboxd.com/film/high-fidelity/
highlander,Highlander,8009,1986,Russell Mulcahy,Adventure|Action|Fantasy,new york city|martial arts|swordplay|immortality|scotland|sword|sword fight|fictional war|dark fantasy|warrior|sword and sorcery|supernatural power|good versus evil|depressed|suspenseful|intense|adoring|commanding|defiant|empathetic,,,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,7.9877,6.861,https://letterboxd.com/film/highlander/
hit man,Hit Man,974635,2024,Richard Linklater,Comedy|Romance|Crime,"hitman|identity|professor|new orleans, louisiana|romcom|disguise|screwball comedy|undercover operation|sting operation|based on magazine, newspaper or article|persona|moonlighting",,,A mild-mannered professor moonlighting as a fake hit man in police stings ignites a chain reaction of trouble when he falls for a potential client.,5.4482,6.794,https://letterboxd.com/film/hit-man/
holmes & watson: madrid days,Holmes & Watson: Madrid Days,122191,2012,José Luis Garci,Drama|Mystery|Thriller|Crime,,,,Film based on the characters of the English writer Arthur Conan Doyle. It tells a hypothetical meeting in Madrid between the legendary detective Sherlock Holmes and Jack the Ripper.,0.5475,4.7,https://letterboxd.com/film/holmes-watson-madrid-days/
home alone,Home Alone,771,1990,Chris Columbus,Comedy|Family,burglar|holiday|home|alone|family relationships|slapstick comedy|little boy|home invasion|precocious child|booby trap|home alone|suburban chicago|mischievous child|aggressive|vexed|christmas|kids on their own|child rescue|burglars|playful,,,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. When thieves try to break into his home, he puts up a fight like no other.",0.9211,7.463,https://letterboxd.com/film/home-alone/
hoosiers,Hoosiers,5693,1986,David Anspaugh,Drama|Family,"high school|indiana, usa|sports|parent child relationship|son|based on true story|basketball|coach|high school sports|hoosier|1950s|basketball coach|head coach|coaching|coach teacher|high school coach",,,"Failed college coach Norman Dale gets a chance at redemption when he is hired to coach a high school basketball team in a tiny Indiana town. After a teacher persuades star player Jimmy Chitwood to quit and focus on his long-neglected studies, Dale struggles to develop a winning team in the face of c",2.6308,7.036,https://letterboxd.com/film/hoosiers/
hot fuzz,Hot Fuzz,4638,2007,Edgar Wright,Crime|Action|Comedy,countryside|police|village|arrest|parody|partner|murder|rural area|conspiracy|serial killer|gunfight|police force|buddy cop|buddy comedy|accident|sorvete,,,"Former London constable Nicholas Angel finds it difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf for a partner. However, when a series of grisly accidents rocks Sandford, Angel",7.5044,7.561,https://letterboxd.com/film/hot-fuzz/
hot summer nights,Hot Summer Nights,347866,2018,Elijah Bynum,Drama|Crime,drug dealer|summer residence|massachusetts|coming of age|marijuana|drug dealing|summer|cape cod|summer romance|1990s|illicit trade|teenager,,,"In 1991, a sheltered teenager comes of age during a wild summer on Cape Cod, getting rich from selling pot to gangsters, falling in love for the first time, partying, and eventually realizing that he's in way over his head.",1.7915,6.6,https://letterboxd.com/film/hot-summer-nights/
house of gucci,House of Gucci,644495,2021,Ridley Scott,Drama|Crime|History,marriage crisis|italy|biography|fashion designer|murder|fashion|failing marriage|1980s|1990s|rich family|gucci|apathetic|dubious,,,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately… murder.",4.2508,6.565,https://letterboxd.com/film/house-of-gucci/
how the beatles changed the world,How the Beatles Changed the World,502315,2017,Tom O'Dell,Documentary|Music,rock star|cultural revolution|biography|rock music|singing|archive footage|social awareness|old footage|culture shock|celebrity interview|music documentary|artistic legacy|history and legacy|rock legends,,,"The fascinating story of the cultural, social, spiritual, and musical revolution ignited by the coming of the Beatles. Tracing the impact that these four band members had, first in their native Britain and soon after worldwide, it reappraises the band and follows their path from young subversives to",1.7257,7.4,https://letterboxd.com/film/how-the-beatles-changed-the-world/
how to blow up a pipeline,How to Blow Up a Pipeline,1008048,2023,Daniel Goldhaber,Crime|Drama|Thriller,based on novel or book|bomb|winter|texas|climate change|terminal illness|flashback|informant|biting|radical|eco terrorism|lgbt|enviroment|activist|activism|environmental activist|environmental issues|pipeline|provocative|brisk,,,A crew of young environmental activists execute a daring mission to sabotage an oil pipeline.,1.524,6.4,https://letterboxd.com/film/how-to-blow-up-a-pipeline/
how to build a better boy,How to Build a Better Boy,286987,2014,Paul Hoen,Family|Science Fiction|TV Movie,high school|robot|teen comedy|fake boyfriend|robot boy,,,"After inadvertently inputting the qualities of the ideal boyfriend into a high-tech government computer, two social outcasts named Mae and Gabby must contend with Albert, a cybernetic sweetheart with only one directive: to treat Mae to the perfect highschool romance.",1.1757,6.356,https://letterboxd.com/film/how-to-build-a-better-boy/
how to lose a guy in 10 days,How to Lose a Guy in 10 Days,9919,2003,Donald Petrie,Comedy|Romance,bet|new york city|journalist|therapist|advertising expert|romcom|basketball|relationship|advice columnist|blunt|group of friends|battle of the sexes|relationship sabotage|ulterior motive dating|clinical|women's magazine|new york knicks,,,"It's the battle of wills, as Andie needs to prove she can dump a guy in 10 days, whereas Ben needs to prove he can win a girl in 10 days. Now, the clock is ticking—and the wildly entertaining comedy smash is off and running in this irresistible tale of sex, lies and outrageous romantic fireworks!",9.614,6.864,https://letterboxd.com/film/how-to-lose-a-guy-in-10-days/
how to make a killing,How to Make a Killing,467905,2026,John Patton Ford,Comedy|Thriller,remake|inheritance|killing spree|heir|disowned|revenge thriller|family fortune|black comedy|كيف تصنع الثروة قاتل|كيف تصنع الثروه قاتل,,,"Disowned at birth by his obscenely wealthy family, blue-collar Becket Redfellow will stop at nothing to reclaim his inheritance, no matter how many relatives stand in his way.",48.5268,7.054,https://letterboxd.com/film/how-to-make-a-killing/
